Id,LotFrontage,LotArea,LotShape,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,TotalBsmtSF,CentralAir,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,Functional,Fireplaces,GarageType,GarageCars,GarageQual,WoodDeckSF,OpenPorchSF,PoolArea,Fence,SaleType,SaleCondition,SalePrice
457,34,4571,Reg,2Story,5,5,1916,1950,0,624,N,624,720,1344,0,1,0,4,1,TA,Typ,0,Detchd,3,Fa,0,0,0,NA,COD,Abnorml,98000
458,NA,53227,IR1,1Story,4,6,1954,1994,0,1364,Y,1663,0,1663,1,1,0,2,1,Gd,Min1,2,Attchd,2,TA,224,137,0,NA,WD,Normal,256000
459,NA,5100,Reg,2Story,8,7,1925,1996,0,588,Y,833,833,1666,0,1,0,3,1,Gd,Typ,1,Detchd,1,TA,192,63,0,MnPrv,WD,Normal,161000
460,NA,7015,IR1,1.5Fin,5,4,1950,1950,161,709,Y,979,224,1203,1,1,0,3,1,Gd,Typ,1,Detchd,1,TA,0,0,0,NA,WD,Normal,110000
461,75,8004,IR1,2Story,8,5,2009,2009,110,832,Y,832,1103,1935,1,2,1,3,1,TA,Typ,0,BuiltIn,2,TA,0,150,0,NA,New,Partial,263435
462,60,7200,Reg,2Story,7,9,1936,2007,0,560,Y,575,560,1135,1,1,0,3,1,Gd,Typ,0,Detchd,2,TA,256,0,0,MnPrv,WD,Normal,155000
463,60,8281,IR1,1Story,5,5,1965,1965,0,864,Y,864,0,864,0,1,0,3,1,TA,Typ,1,Detchd,1,TA,0,0,0,GdWo,WD,Normal,62383
464,74,11988,IR1,2Story,6,7,1934,1995,0,715,Y,849,811,1660,0,1,1,3,1,TA,Typ,1,Detchd,1,TA,0,0,0,NA,WD,Normal,188700
465,60,8430,Reg,1Story,5,5,1978,1978,136,1040,Y,1040,0,1040,0,2,0,3,1,TA,Typ,0,NA,0,NA,0,0,0,NA,WD,Normal,124000
466,NA,3072,Reg,1Story,7,5,2004,2004,18,1375,Y,1414,0,1414,0,2,0,2,1,Gd,Typ,1,Attchd,2,TA,144,20,0,NA,WD,Normal,178740
467,85,10628,Reg,1Story,7,5,1970,1970,0,1277,Y,1277,0,1277,1,1,0,2,1,TA,Typ,1,Attchd,2,TA,0,0,0,GdWo,WD,Normal,167000
468,79,9480,Reg,2Story,5,7,1942,1995,224,728,Y,888,756,1644,0,1,1,3,1,Gd,Typ,2,Attchd,1,TA,168,0,0,NA,WD,Normal,146500
469,98,11428,IR1,1Story,8,5,2006,2006,248,1626,Y,1634,0,1634,0,2,0,3,1,Gd,Typ,1,Attchd,3,TA,0,44,0,NA,WD,Normal,250000
470,76,9291,IR1,2Story,6,5,1993,1993,120,832,Y,832,878,1710,0,2,1,3,1,Gd,Typ,0,Attchd,2,TA,144,70,0,NA,WD,Normal,187000
471,NA,6820,IR1,1Story,8,5,1985,1985,0,1488,Y,1502,0,1502,1,1,1,1,1,Gd,Typ,0,Attchd,2,TA,0,54,0,NA,WD,Normal,212000
472,92,11952,Reg,2Story,7,6,1977,1977,0,808,Y,1161,808,1969,0,2,1,3,1,TA,Typ,1,Attchd,2,TA,0,0,0,NA,WD,Normal,190000
473,35,3675,Reg,SLvl,6,5,2005,2005,80,547,Y,1072,0,1072,1,1,0,2,1,TA,Typ,0,Basment,2,TA,0,28,0,NA,WD,Normal,148000
474,110,14977,IR1,1Story,8,5,2006,2007,304,1976,Y,1976,0,1976,1,2,0,2,1,Gd,Typ,1,Attchd,3,TA,250,63,0,NA,New,Partial,440000
475,41,5330,Reg,1Story,8,5,2000,2000,0,1494,Y,1652,0,1652,1,2,0,2,1,Ex,Typ,0,Attchd,2,TA,96,48,0,NA,WD,Normal,251000
476,80,8480,Reg,1Story,5,6,1963,1963,0,970,Y,970,0,970,1,1,0,2,1,TA,Typ,0,Detchd,2,TA,0,24,0,NA,WD,Normal,132500
477,75,13125,Reg,1Story,6,5,1997,1998,215,1478,Y,1493,0,1493,1,2,0,3,1,Gd,Typ,1,Attchd,2,TA,140,39,0,NA,WD,Normal,208900
478,105,13693,Reg,2Story,9,5,2006,2006,772,2153,Y,2069,574,2643,0,2,1,3,1,Ex,Typ,1,BuiltIn,3,TA,414,84,0,NA,WD,Normal,380000
479,79,10637,Reg,1Story,8,5,2007,2008,336,1705,Y,1718,0,1718,1,2,0,3,1,Gd,Typ,1,Attchd,3,TA,208,44,0,NA,WD,Normal,297000
480,50,5925,Reg,1Story,4,7,1937,2000,435,907,Y,1131,0,1131,0,1,0,2,1,TA,Typ,0,Detchd,2,TA,0,72,0,MnPrv,WD,Alloca,89471
481,98,16033,IR1,1Story,9,5,2004,2005,378,1833,Y,1850,0,1850,1,2,0,3,1,Gd,Typ,1,Attchd,3,TA,519,112,0,NA,WD,Normal,326000
482,72,11846,IR1,1Story,9,5,2003,2004,562,1792,Y,1792,0,1792,1,2,0,2,1,Ex,Typ,1,Attchd,3,TA,206,49,0,NA,WD,Normal,374000
483,50,2500,Reg,2Story,7,8,1915,2005,0,910,Y,916,910,1826,1,1,1,4,1,Ex,Min2,1,Attchd,1,Fa,0,0,0,NA,WD,Normal,155000
484,32,4500,Reg,1Story,6,5,1998,1998,116,1216,Y,1216,0,1216,1,2,0,2,1,TA,Typ,0,Attchd,2,TA,0,125,0,NA,WD,Normal,164000
485,NA,7758,IR1,1Story,5,7,1962,2001,0,999,Y,999,0,999,1,1,0,3,1,Gd,Typ,0,Detchd,1,TA,0,132,0,NA,WD,Normal,132500
486,80,9600,Reg,1Story,5,7,1950,2007,0,1113,Y,1113,0,1113,0,1,0,3,1,Gd,Typ,1,Attchd,1,TA,0,80,0,NA,WD,Normal,147000
487,79,10289,Reg,1Story,5,7,1965,1965,168,1073,Y,1073,0,1073,1,1,1,3,1,TA,Typ,0,Attchd,2,TA,0,0,0,NA,WD,Normal,156000
488,70,12243,IR1,1Story,5,6,1971,1971,0,1484,Y,1484,0,1484,0,2,0,3,1,TA,Typ,1,Attchd,2,TA,224,0,0,NA,WD,Normal,175000
489,60,10800,Reg,1.5Fin,5,4,1900,1970,0,954,N,1766,648,2414,0,2,0,3,2,TA,Mod,1,Attchd,2,TA,142,0,0,NA,ConLD,Normal,160000
490,21,1526,Reg,SFoyer,4,8,1970,2002,0,630,Y,630,0,630,1,1,0,1,1,Gd,Typ,0,Attchd,1,TA,0,0,0,NA,WD,Normal,86000
491,NA,2665,Reg,2Story,5,6,1976,1976,0,264,Y,616,688,1304,0,1,1,3,1,TA,Typ,1,BuiltIn,1,TA,141,24,0,NA,WD,Normal,115000
492,79,9490,Reg,1.5Fin,6,7,1941,1950,0,806,Y,958,620,1578,1,1,0,3,1,Fa,Typ,2,Attchd,1,TA,0,0,0,MnPrv,WD,Normal,133000
493,105,15578,IR1,2Story,6,5,2006,2006,0,728,Y,728,728,1456,0,2,1,3,1,TA,Typ,0,Attchd,2,TA,0,0,0,NA,New,Partial,172785
494,70,7931,Reg,1Story,5,6,1960,1960,0,1269,Y,1269,0,1269,0,1,1,3,1,TA,Typ,1,Detchd,1,TA,0,0,0,NA,WD,Normal,155000
495,50,5784,Reg,1Story,5,8,1938,1996,0,190,Y,886,0,886,0,1,0,2,1,TA,Typ,0,Attchd,1,TA,144,20,0,NA,WD,Normal,91300
496,60,7879,Reg,1Story,4,5,1920,1950,0,720,N,720,0,720,0,1,0,2,1,TA,Typ,0,NA,0,NA,0,523,0,GdWo,WD,Abnorml,34900
497,NA,12692,IR1,1Story,8,5,1992,1993,0,3200,Y,3228,0,3228,1,3,0,4,1,Gd,Typ,1,Attchd,2,TA,264,75,0,NA,WD,Normal,430000
498,60,9120,Reg,1.5Fin,7,6,1925,1950,0,1026,Y,1133,687,1820,1,2,0,4,1,TA,Typ,0,Detchd,1,TA,0,100,0,GdPrv,WD,Normal,184000
499,65,7800,Reg,1Story,5,7,1967,2004,89,864,Y,899,0,899,0,1,0,3,1,Gd,Typ,0,Attchd,1,TA,64,0,0,MnPrv,WD,Normal,130000
500,70,7535,IR1,1Story,5,7,1958,1985,0,912,Y,912,0,912,0,1,0,2,1,TA,Typ,0,Attchd,1,TA,12,285,0,MnWw,WD,Normal,120000
501,21,1890,Reg,2Story,6,5,1973,1973,285,672,Y,672,546,1218,0,1,1,3,1,TA,Typ,0,Detchd,1,TA,144,28,0,NA,WD,Normal,113000
502,75,9803,Reg,2Story,7,5,2005,2005,0,866,Y,866,902,1768,0,2,1,3,1,Gd,Typ,0,Attchd,2,TA,0,108,0,NA,WD,Normal,226700
503,70,9170,Reg,1Story,5,7,1965,1965,0,1214,Y,1214,0,1214,1,1,0,2,1,TA,Typ,0,Detchd,2,Fa,0,0,0,GdPrv,WD,Normal,140000
504,100,15602,IR1,1Story,7,8,1959,1997,0,1501,Y,1801,0,1801,1,2,0,1,1,TA,Typ,2,Attchd,2,TA,0,54,0,GdWo,WD,Normal,289000
505,24,2308,Reg,2Story,6,5,1974,1974,0,855,Y,855,467,1322,0,2,1,3,1,TA,Typ,1,Attchd,2,TA,260,0,0,NA,WD,Normal,147000
506,60,7596,Reg,2Story,5,5,1952,1952,360,960,Y,960,1000,1960,0,2,0,4,2,TA,Typ,0,Detchd,2,TA,0,0,0,NA,COD,Normal,124500
507,80,9554,IR1,2Story,8,5,1993,1994,125,777,Y,1065,846,1911,0,2,1,3,1,Gd,Typ,1,Attchd,2,TA,182,81,0,NA,WD,Normal,215000
508,75,7862,IR1,1Story,6,5,2009,2009,0,1218,Y,1218,0,1218,0,2,0,2,1,Gd,Typ,0,Attchd,2,TA,0,102,0,NA,New,Partial,208300
509,60,9600,Reg,2Story,7,9,1928,2005,0,689,Y,689,689,1378,0,2,0,3,1,Gd,Typ,1,Detchd,2,TA,0,0,0,NA,WD,Normal,161000
510,80,9600,Reg,1Story,5,6,1959,1959,132,1041,Y,1041,0,1041,1,1,0,3,1,TA,Typ,0,Attchd,1,TA,224,88,0,MnPrv,WD,Normal,124500
511,75,14559,Reg,1Story,5,7,1951,2000,70,1008,Y,1363,0,1363,1,1,0,2,1,TA,Min1,2,CarPort,1,TA,324,42,0,NA,WD,Normal,164900
512,40,6792,IR1,1Story,7,5,2005,2006,94,1368,Y,1368,0,1368,0,2,0,2,1,Gd,Typ,1,Attchd,2,TA,132,35,0,NA,New,Partial,202665
513,70,9100,Reg,1Story,5,5,1958,1958,0,864,Y,864,0,864,1,1,0,3,1,TA,Typ,0,Detchd,2,TA,0,0,0,NA,WD,Normal,129900
514,71,9187,Reg,1Story,6,5,1983,1983,0,1084,Y,1080,0,1080,0,1,1,3,1,TA,Typ,0,Attchd,2,TA,120,0,0,NA,WD,Normal,134000
515,55,10594,Reg,1.5Unf,5,5,1926,1950,0,768,N,789,0,789,0,1,0,2,1,TA,Typ,0,Detchd,1,Po,0,0,0,MnPrv,WD,Normal,96500
516,94,12220,Reg,1Story,10,5,2009,2009,305,2006,Y,2020,0,2020,1,2,1,3,1,Ex,Typ,1,Attchd,3,TA,156,54,0,NA,New,Partial,402861
517,NA,10448,IR1,SLvl,6,6,1972,1972,333,689,Y,1378,741,2119,0,2,1,3,1,TA,Typ,1,Attchd,2,TA,0,104,0,GdPrv,COD,Abnorml,158000
518,79,10208,IR1,2Story,7,5,1996,1997,921,1264,Y,1277,1067,2344,0,2,1,3,1,Gd,Typ,1,Attchd,3,TA,220,0,0,NA,WD,Normal,265000
519,NA,9531,IR1,2Story,6,5,1998,1998,0,794,Y,882,914,1796,1,2,1,3,1,TA,Typ,0,Attchd,2,TA,0,36,0,MnPrv,WD,Normal,211000
520,53,10918,Reg,2Story,7,9,1926,2004,0,1276,Y,1276,804,2080,0,1,1,3,1,Gd,Typ,2,Detchd,1,TA,0,0,0,MnPrv,WD,Normal,234000
521,60,10800,Reg,2Story,4,7,1900,2000,0,0,N,694,600,1294,0,2,0,3,2,TA,Typ,0,NA,0,NA,220,114,0,NA,WD,Normal,106250
522,90,11988,IR1,1Story,6,6,1957,1957,0,1244,Y,1244,0,1244,0,1,1,3,1,TA,Typ,2,Attchd,1,TA,0,40,0,NA,WD,Normal,150000
523,50,5000,Reg,1.5Fin,6,7,1947,1950,0,1004,Y,1004,660,1664,0,2,0,3,1,TA,Typ,2,Detchd,2,TA,0,24,0,NA,WD,Normal,159000
524,130,40094,IR1,2Story,10,5,2007,2008,762,3138,Y,3138,1538,4676,1,3,1,3,1,Ex,Typ,1,BuiltIn,3,TA,208,406,0,NA,New,Partial,184750
525,95,11787,IR1,2Story,7,5,1996,1997,594,1379,Y,1383,1015,2398,1,2,1,3,1,Gd,Typ,1,Attchd,3,TA,239,60,0,NA,WD,Normal,315750
526,62,7500,Reg,1Story,7,5,2005,2005,0,1257,Y,1266,0,1266,0,2,0,3,1,Gd,Typ,1,Attchd,2,TA,38,144,0,NA,WD,Normal,176000
527,70,13300,Reg,1Story,5,7,1956,2000,0,928,Y,928,0,928,0,1,0,2,1,TA,Typ,0,Attchd,1,TA,261,0,0,NA,WD,Normal,132000
528,67,14948,IR1,2Story,9,5,2008,2008,268,1452,Y,1476,1237,2713,1,2,1,3,1,Ex,Typ,1,Attchd,3,TA,126,66,0,NA,New,Partial,446261
529,58,9098,IR1,1Story,4,7,1920,2002,0,528,Y,605,0,605,1,1,0,2,1,TA,Typ,0,NA,0,NA,0,0,0,NA,WD,Normal,86000
530,NA,32668,IR1,1Story,6,3,1957,1975,NA,2035,Y,2515,0,2515,1,3,0,4,2,TA,Maj1,2,Attchd,2,TA,0,0,0,NA,WD,Alloca,200624
531,85,10200,Reg,SLvl,6,5,1988,1989,219,1461,Y,1509,0,1509,1,2,0,3,1,Gd,Typ,1,Attchd,2,TA,224,0,0,NA,WD,Abnorml,175000
532,60,6155,IR1,2Story,6,8,1920,1999,0,611,Y,751,611,1362,0,2,0,3,1,TA,Typ,0,Detchd,2,TA,0,0,0,NA,WD,Normal,128000
533,60,7200,Reg,1Story,5,7,1955,2007,0,0,Y,827,0,827,0,1,0,2,1,TA,Mod,1,Detchd,1,TA,0,0,0,NA,WD,Normal,107500
534,50,5000,Reg,1Story,1,3,1946,1950,0,0,N,334,0,334,0,1,0,1,1,Fa,Typ,0,NA,0,NA,0,0,0,NA,WD,Normal,39300
535,74,9056,IR1,2Story,8,5,2004,2004,0,707,Y,707,707,1414,0,2,1,3,1,Gd,Typ,1,Attchd,2,TA,100,35,0,NA,WD,Normal,178000
536,70,7000,Reg,2Story,5,7,1910,1991,0,1117,Y,820,527,1347,1,1,0,3,1,TA,Typ,0,NA,0,NA,85,0,0,NA,WD,Normal,107500
537,57,8924,IR1,2Story,7,5,1998,1999,0,880,Y,880,844,1724,0,2,1,3,1,Gd,Typ,0,Attchd,2,TA,120,155,0,NA,WD,Normal,188000
538,NA,12735,IR1,1Story,4,5,1972,1972,0,864,Y,864,0,864,0,1,0,3,1,TA,Typ,0,Detchd,2,TA,216,0,0,MnWw,COD,Normal,111250
539,NA,11553,IR1,1Story,5,5,1968,1968,188,1051,Y,1159,0,1159,0,1,1,3,1,TA,Typ,1,Attchd,1,TA,466,0,0,NA,WD,Normal,158000
540,NA,11423,Reg,1Story,8,5,2001,2002,479,1581,Y,1601,0,1601,1,2,0,3,1,Gd,Typ,1,Attchd,2,TA,180,0,0,MnPrv,WD,Normal,272000
541,85,14601,Reg,1Story,9,5,2006,2006,584,1838,Y,1838,0,1838,1,2,0,2,1,Ex,Typ,1,Attchd,3,TA,270,68,0,NA,WD,Normal,315000
542,NA,11000,Reg,2Story,8,5,2000,2000,72,969,Y,997,1288,2285,0,2,1,4,1,Gd,Typ,1,BuiltIn,3,TA,0,56,0,NA,WD,Normal,248000
543,78,10140,Reg,1Story,7,5,1998,1999,0,1650,Y,1680,0,1680,1,2,0,3,1,Gd,Maj1,1,Attchd,2,TA,78,73,0,NA,WD,Normal,213250
544,34,4058,Reg,SFoyer,7,5,1998,1998,182,723,Y,767,0,767,1,1,0,1,1,TA,Typ,0,Attchd,1,TA,120,40,0,NA,WD,Normal,133000
545,58,17104,IR1,2Story,7,5,2006,2006,0,654,Y,664,832,1496,1,2,1,3,1,Gd,Typ,1,Attchd,2,TA,100,24,0,NA,New,Partial,179665
546,NA,13837,IR1,1.5Fin,7,5,1988,1988,178,1204,Y,1377,806,2183,0,2,1,4,1,Gd,Typ,0,Attchd,3,TA,0,0,0,NA,WD,Normal,229000
547,70,8737,IR1,1.5Fin,6,7,1923,1950,0,1065,Y,915,720,1635,0,1,1,3,1,TA,Typ,1,Detchd,2,TA,0,38,0,NA,WD,Normal,210000
548,54,7244,Reg,SFoyer,5,7,1970,1970,0,768,Y,768,0,768,1,1,0,2,1,TA,Typ,0,Detchd,2,TA,104,0,0,NA,WD,Normal,129500
549,49,8235,IR1,1Story,5,7,1955,1995,0,825,Y,825,0,825,1,1,0,2,1,TA,Typ,0,Detchd,2,TA,140,50,0,MnPrv,WD,Normal,125000
550,75,9375,Reg,2Story,7,5,2003,2004,0,912,Y,912,1182,2094,0,2,1,4,1,Gd,Typ,1,BuiltIn,2,TA,182,182,0,NA,WD,Normal,263000
551,53,4043,Reg,1Story,6,6,1977,1977,0,1069,Y,1069,0,1069,0,2,0,2,1,TA,Typ,0,Attchd,2,TA,0,55,0,NA,COD,Abnorml,140000
552,50,6000,Reg,1Story,5,6,1957,1957,0,928,Y,928,0,928,0,1,0,3,1,TA,Typ,0,Attchd,1,TA,0,0,0,NA,WD,Normal,112500
553,87,11146,IR1,1Story,8,5,2006,2006,250,1709,Y,1717,0,1717,0,2,0,3,1,Gd,Typ,1,Attchd,3,TA,169,39,0,NA,WD,Normal,255500
554,67,8777,Reg,1Story,4,5,1949,2003,0,0,Y,1126,0,1126,0,2,0,2,1,Gd,Typ,0,Detchd,2,TA,0,96,0,MnPrv,WD,Normal,108000
555,85,10625,Reg,2Story,7,5,2003,2004,292,998,Y,1006,1040,2046,1,2,1,3,1,Gd,Typ,1,BuiltIn,3,TA,320,62,0,NA,WD,Normal,284000
556,58,6380,Reg,1.5Unf,5,6,1922,1950,0,993,Y,1048,0,1048,0,1,0,2,1,TA,Typ,1,Detchd,1,TA,0,0,0,NA,WD,Normal,113000
557,69,14850,IR1,1Story,5,5,1957,1957,0,1092,Y,1092,0,1092,1,1,0,2,1,TA,Typ,1,Attchd,1,TA,268,0,0,MnWw,WD,Normal,141000
558,60,11040,Reg,1.5Fin,4,6,1920,1950,0,637,Y,897,439,1336,0,1,1,3,1,TA,Typ,0,CarPort,1,TA,0,47,0,NA,COD,Normal,108000
559,57,21872,IR2,2Story,7,5,1996,1997,0,729,Y,729,717,1446,0,2,1,3,1,TA,Typ,1,Attchd,2,TA,264,22,0,NA,WD,Normal,175000
560,NA,3196,Reg,1Story,7,5,2003,2004,18,1374,Y,1557,0,1557,0,2,0,2,1,Gd,Typ,1,Attchd,2,TA,143,20,0,NA,WD,Normal,234000
561,NA,11341,IR1,1Story,5,6,1957,1996,180,1392,Y,1392,0,1392,1,1,1,3,1,TA,Mod,1,Detchd,2,TA,0,0,0,NA,WD,Normal,121500
562,77,10010,Reg,1Story,5,5,1974,1975,0,1389,Y,1389,0,1389,1,1,0,2,1,TA,Typ,1,Attchd,2,TA,240,38,0,NA,WD,Normal,170000
563,63,13907,Reg,1Story,5,6,1940,1969,0,996,Y,996,0,996,1,1,0,3,1,TA,Typ,1,NA,0,NA,144,0,0,NA,WD,Normal,108000
564,66,21780,Reg,1.5Fin,6,7,1918,1950,0,1163,Y,1163,511,1674,0,2,0,4,1,TA,Typ,1,Detchd,2,TA,72,36,0,NA,WD,Normal,185000
565,NA,13346,IR1,2Story,7,5,1992,2000,0,1095,Y,1166,1129,2295,1,2,1,4,1,Gd,Typ,1,Attchd,2,TA,0,40,0,NA,WD,Normal,268000
566,66,6858,Reg,2Story,6,4,1915,1950,0,806,N,841,806,1647,1,1,1,4,1,Fa,Typ,0,Detchd,1,TA,0,66,0,NA,WD,Normal,128000
567,77,11198,IR1,2Story,9,5,2005,2007,245,1122,Y,1134,1370,2504,0,2,1,4,1,Ex,Typ,1,BuiltIn,3,TA,144,39,0,NA,WD,Normal,325000
568,70,10171,IR1,1Story,7,5,2004,2004,168,1517,Y,1535,0,1535,0,2,0,3,1,Gd,Typ,0,Attchd,2,TA,0,0,0,NA,WD,Normal,214000
569,79,12327,IR1,1.5Fin,8,8,1983,2009,0,1496,Y,1496,636,2132,1,1,1,1,1,Gd,Min2,1,BuiltIn,2,Gd,349,40,0,NA,WD,Normal,316600
570,NA,7032,IR1,SFoyer,5,5,1979,1979,0,943,Y,943,0,943,1,1,0,2,1,TA,Typ,2,Detchd,2,TA,42,0,0,NA,WD,Normal,135960
571,74,13101,IR1,1Story,5,5,1965,1965,108,1728,Y,1728,0,1728,0,2,0,6,2,TA,Typ,0,Detchd,2,TA,0,0,0,NA,WD,Normal,142600
572,60,7332,Reg,1Story,6,6,1959,1959,207,864,Y,864,0,864,1,1,0,2,1,Gd,Typ,0,Attchd,1,TA,168,0,0,NA,WD,Abnorml,120000
573,83,13159,IR1,2Story,7,5,2009,2009,0,846,Y,846,846,1692,0,2,1,3,1,Gd,Typ,0,Attchd,2,TA,208,114,0,NA,New,Partial,224500
574,76,9967,IR1,SLvl,7,5,2000,2000,0,384,Y,774,656,1430,0,2,1,3,1,TA,Typ,1,BuiltIn,2,TA,100,0,0,NA,WD,Normal,170000
575,70,10500,Reg,SLvl,5,7,1971,2005,82,372,Y,576,533,1109,0,1,0,3,1,TA,Typ,0,BuiltIn,1,TA,35,0,0,GdWo,WD,Normal,139000
576,80,8480,Reg,1.5Fin,5,5,1947,1950,0,832,Y,832,384,1216,0,1,0,2,1,TA,Typ,0,Detchd,1,TA,158,0,0,NA,COD,Abnorml,118500
577,52,6292,Reg,1.5Fin,7,7,1928,1950,0,861,Y,877,600,1477,0,2,0,3,1,TA,Typ,1,Detchd,1,TA,0,50,0,NA,WD,Normal,145000
578,96,11777,IR1,SLvl,5,6,1966,1966,97,1164,Y,1320,0,1320,1,1,0,3,1,TA,Typ,2,Attchd,2,TA,160,68,0,NA,WD,Abnorml,164500
579,34,3604,Reg,2Story,7,5,2007,2007,0,689,Y,703,689,1392,0,2,0,2,1,Gd,Typ,0,Detchd,2,TA,0,102,0,NA,WD,Abnorml,146000
580,81,12150,Reg,1.5Fin,5,5,1954,1954,335,1050,N,1050,745,1795,0,2,0,4,1,TA,Typ,0,Attchd,1,Fa,0,0,0,NA,WD,Normal,131500
581,NA,14585,IR1,1Story,6,6,1960,1987,85,1144,Y,1429,0,1429,0,1,0,3,1,Gd,Typ,2,Attchd,2,TA,216,110,0,NA,WD,Normal,181900
582,98,12704,Reg,1Story,8,5,2008,2009,306,2042,Y,2042,0,2042,0,2,1,3,1,Ex,Typ,1,Attchd,3,TA,0,90,0,NA,New,Partial,253293
583,81,11841,Reg,SFoyer,6,5,1990,1990,104,816,Y,816,0,816,1,1,0,3,1,TA,Typ,0,NA,0,NA,0,32,0,NA,WD,Normal,118500
584,75,13500,Reg,2.5Unf,10,9,1893,2000,0,1237,Y,1521,1254,2775,0,3,1,3,1,Gd,Typ,1,Detchd,2,Gd,105,502,0,NA,WD,Normal,325000
585,51,6120,Reg,1.5Fin,4,7,1935,1995,0,884,Y,989,584,1573,0,1,0,3,1,Gd,Typ,0,Detchd,1,TA,0,0,0,NA,WD,Normal,133000
586,88,11443,Reg,1Story,8,5,2005,2006,208,1868,Y,2028,0,2028,1,2,0,2,1,Gd,Typ,2,Attchd,3,TA,326,66,0,NA,New,Partial,369900
587,55,10267,Reg,1Story,6,7,1918,2000,0,816,Y,838,0,838,1,1,0,2,1,Fa,Typ,0,Detchd,1,TA,0,0,0,MnWw,WD,Normal,130000
588,74,8740,IR1,SFoyer,5,6,1982,1982,0,840,Y,860,0,860,1,1,0,2,1,TA,Typ,0,Detchd,2,TA,0,0,0,NA,WD,Normal,137000
589,65,25095,IR1,1Story,5,8,1968,2003,0,1437,Y,1473,0,1473,2,1,0,1,1,Ex,Typ,2,Attchd,1,TA,0,48,0,NA,WD,Partial,143000
590,50,9100,Reg,1Story,5,6,1930,1960,0,742,Y,779,0,935,0,1,0,2,1,TA,Typ,0,Detchd,1,TA,0,0,0,NA,WD,Normal,79500
591,64,8320,Reg,2Story,7,5,2004,2004,0,770,Y,770,812,1582,0,2,1,3,1,Gd,Typ,0,Attchd,2,TA,0,45,0,NA,WD,Normal,185900
592,97,13478,IR1,2Story,10,5,2008,2008,420,1722,Y,1728,568,2296,1,2,1,3,1,Ex,Typ,1,BuiltIn,3,TA,382,274,0,NA,ConLI,Normal,451950
593,60,6600,Reg,1Story,5,8,1982,2003,0,816,Y,816,0,816,1,1,0,2,1,TA,Typ,0,Detchd,2,TA,0,0,0,NA,WD,Normal,138000
594,NA,4435,Reg,1Story,6,5,2003,2003,170,848,Y,848,0,848,1,1,0,1,1,Gd,Typ,0,Attchd,2,TA,140,0,0,NA,WD,Normal,140000
595,88,7990,IR1,1Story,5,6,1975,1975,0,924,Y,924,0,924,0,1,0,3,1,TA,Typ,0,Detchd,1,TA,0,0,0,MnPrv,WD,Normal,110000
596,69,11302,IR1,1Story,8,5,2005,2006,238,1814,Y,1826,0,1826,1,2,0,3,1,Gd,Typ,1,Attchd,3,TA,180,75,0,NA,New,Partial,319000
597,60,3600,Reg,2Story,6,7,1910,1993,0,684,N,684,684,1368,0,1,0,3,1,TA,Typ,0,Detchd,1,TA,0,158,0,NA,WD,Normal,114504
598,53,3922,Reg,1Story,7,5,2006,2007,72,1258,Y,1402,0,1402,0,0,2,2,1,Gd,Typ,1,Attchd,3,TA,120,16,0,NA,New,Partial,194201
599,80,12984,Reg,1Story,5,6,1977,1977,459,1430,Y,1647,0,1647,1,2,0,3,1,Gd,Typ,1,Attchd,2,TA,0,0,0,NA,WD,Normal,217500
600,24,1950,Reg,2Story,6,6,1980,1980,0,716,Y,716,840,1556,1,2,1,3,1,TA,Typ,1,Attchd,2,TA,161,0,0,GdPrv,COD,Normal,151000
601,74,10927,Reg,2Story,8,5,2005,2005,280,1058,Y,1058,846,1904,1,2,1,3,1,Ex,Typ,1,BuiltIn,2,TA,179,60,0,NA,WD,Normal,275000
602,50,9000,Reg,1.5Fin,6,6,1937,1950,0,780,Y,780,595,1375,0,1,1,3,1,Gd,Typ,1,Detchd,1,TA,0,162,0,NA,WD,Normal,141000
603,80,10041,IR1,2Story,8,5,1992,1992,0,908,Y,927,988,1915,1,2,1,3,1,Gd,Typ,1,Attchd,2,TA,120,150,0,NA,WD,Abnorml,220000
604,30,3182,Reg,2Story,7,5,2004,2005,0,600,Y,600,600,1200,0,2,1,2,1,Gd,Typ,0,Detchd,2,TA,0,172,0,NA,WD,Normal,151000
605,88,12803,IR1,1Story,7,5,2002,2002,99,1494,Y,1494,0,1494,1,2,0,3,1,Gd,Typ,1,Attchd,2,TA,192,36,0,NA,WD,Normal,221000
606,85,13600,Reg,2Story,7,6,1965,1990,176,768,Y,1186,800,1986,0,2,1,3,1,TA,Typ,3,Attchd,2,TA,0,42,0,NA,WD,Normal,205000
607,82,12464,IR2,1Story,5,5,1996,1996,0,1040,Y,1040,0,1040,1,1,0,3,1,Gd,Typ,0,Detchd,2,TA,168,0,0,GdPrv,WD,Normal,152000
608,78,7800,Reg,2Story,5,8,1948,2002,0,896,Y,1112,896,2008,1,3,0,3,1,Ex,Typ,0,Attchd,1,TA,103,0,0,NA,WD,Normal,225000
609,78,12168,Reg,2Story,8,6,1934,1998,0,965,Y,1940,1254,3194,0,2,1,4,1,TA,Typ,2,Basment,2,TA,0,0,0,NA,WD,Alloca,359100
