Id,MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LotConfig,Neighborhood,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,Foundation,BsmtQual,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,HeatingQC,BsmtFinType2,BsmtFinSF2
1103,20,RL,70,7000,Reg,Inside,NAmes,1Story,5,7,1960,2002,Gable,Wd Sdng,Wd Sdng,BrkFace,45,TA,CBlock,TA,No,Rec,588,422,1010,Ex,Unf,0
1104,20,RL,79,8910,Reg,Corner,NAmes,1Story,6,6,1959,1959,Hip,BrkFace,BrkFace,None,0,TA,CBlock,TA,Mn,ALQ,655,0,655,Ex,Unf,0
1105,160,RM,24,2016,Reg,Inside,BrDale,2Story,5,5,1970,1970,Gable,HdBoard,HdBoard,BrkFace,304,TA,CBlock,TA,No,Unf,0,630,630,TA,Unf,0
1106,60,RL,98,12256,IR1,Corner,NoRidge,2Story,8,5,1994,1995,Gable,HdBoard,HdBoard,BrkFace,362,Gd,PConc,Ex,Av,GLQ,1032,431,1463,Ex,Unf,0
1107,20,RL,114,10357,IR1,Corner,SawyerW,1Story,7,5,1990,1991,Hip,HdBoard,HdBoard,None,0,Gd,PConc,Gd,Mn,GLQ,738,172,910,Gd,Unf,0
1108,60,RL,168,23257,IR3,CulDSac,Gilbert,2Story,7,5,2006,2006,Gable,VinylSd,VinylSd,None,0,Gd,PConc,Ex,No,Unf,0,868,868,Ex,Unf,0
1109,60,RL,NA,8063,Reg,Inside,Gilbert,2Story,6,5,2000,2000,Gable,VinylSd,VinylSd,None,0,TA,PConc,Gd,No,Unf,0,924,924,Ex,Unf,0
1110,20,RL,107,11362,IR1,Inside,NridgHt,1Story,8,5,2004,2005,Gable,MetalSd,MetalSd,Stone,42,Gd,PConc,Ex,Mn,GLQ,1039,797,1836,Ex,Unf,0
1111,60,RL,NA,8000,Reg,Inside,Gilbert,2Story,6,5,1995,1996,Gable,HdBoard,HdBoard,None,0,TA,PConc,Gd,No,GLQ,219,554,773,Gd,Unf,0
1112,60,RL,80,10480,Reg,Inside,NWAmes,2Story,7,6,1976,1976,Hip,Plywood,Plywood,BrkFace,660,TA,CBlock,TA,No,ALQ,403,400,803,TA,Unf,0
1113,20,RL,73,7100,IR1,Corner,NAmes,1Story,5,7,1957,1957,Gable,WdShing,Wd Shng,None,0,TA,CBlock,TA,No,GLQ,708,108,816,TA,Unf,0
1114,20,RL,66,8923,Reg,Inside,NAmes,1Story,5,7,1953,2006,Gable,Wd Sdng,Wd Sdng,None,0,TA,CBlock,TA,No,BLQ,643,365,1008,Gd,Unf,0
1115,20,RL,90,5400,Reg,Inside,OldTown,1Story,5,7,1954,2000,Gable,MetalSd,MetalSd,None,0,TA,CBlock,TA,No,Rec,415,418,833,Ex,Unf,0
1116,20,RL,93,12085,Reg,Inside,NridgHt,1Story,8,5,2007,2007,Hip,VinylSd,VinylSd,Stone,328,Gd,PConc,Ex,No,GLQ,1004,730,1734,Ex,Unf,0
1117,80,RL,NA,7750,Reg,Inside,Gilbert,SLvl,8,5,2002,2002,Hip,VinylSd,VinylSd,None,0,Gd,PConc,Gd,No,GLQ,353,55,408,Ex,Unf,0
1118,20,RL,57,9764,IR1,FR2,Sawyer,1Story,5,7,1967,2003,Gable,VinylSd,VinylSd,None,0,TA,CBlock,TA,No,BLQ,702,192,894,Ex,Unf,0
1119,80,RL,85,13825,Reg,Inside,Sawyer,SLvl,5,6,1958,1987,Gable,MetalSd,MetalSd,None,0,TA,CBlock,TA,No,Unf,0,533,533,TA,Unf,0
1120,20,RL,70,7560,Reg,Inside,NAmes,1Story,5,5,1959,1959,Gable,BrkFace,Wd Sdng,None,0,TA,CBlock,TA,No,LwQ,369,671,1040,TA,Unf,0
1121,30,RM,59,8263,Reg,Inside,IDOTRR,1Story,6,5,1920,1950,Gable,BrkFace,BrkFace,None,0,TA,BrkTil,TA,No,Unf,0,1012,1012,TA,Unf,0
1122,20,RL,84,10084,Reg,Inside,CollgCr,1Story,7,5,2005,2006,Gable,VinylSd,VinylSd,BrkFace,196,Gd,PConc,Gd,Av,GLQ,24,1528,1552,Ex,Unf,0
1123,20,RL,NA,8926,IR1,Corner,Edwards,1Story,4,3,1956,1956,Gable,AsbShng,AsbShng,None,0,TA,CBlock,TA,No,Unf,0,672,672,Ex,Unf,0
1124,20,RL,50,9405,Reg,Inside,Edwards,1Story,5,9,1947,2008,Hip,VinylSd,VinylSd,None,0,TA,CBlock,TA,No,Unf,0,698,698,Ex,Unf,0
1125,80,RL,NA,9125,IR1,Inside,Gilbert,SLvl,7,5,1992,1992,Gable,HdBoard,HdBoard,BrkFace,170,TA,PConc,Gd,No,Unf,0,384,384,Gd,Unf,0
1126,20,RL,60,10434,Reg,Inside,NAmes,1Story,4,5,1955,1955,Gable,Plywood,Plywood,None,0,TA,CBlock,TA,No,Unf,0,1005,1005,TA,Unf,0
1127,120,RL,53,3684,Reg,Inside,Blmngtn,1Story,7,5,2007,2007,Hip,VinylSd,VinylSd,BrkFace,130,Gd,PConc,Gd,No,Unf,0,1373,1373,Ex,Unf,0
1128,20,RL,182,14572,IR3,Corner,Gilbert,1Story,7,5,2004,2004,Hip,VinylSd,VinylSd,None,0,Gd,PConc,Gd,Av,GLQ,1300,230,1530,Ex,Unf,0
1129,60,RL,59,11796,IR1,Inside,Gilbert,2Story,7,5,2004,2005,Gable,VinylSd,VinylSd,None,0,Gd,PConc,Gd,Av,Unf,0,847,847,Ex,Unf,0
1130,90,RM,60,7200,Reg,Inside,OldTown,SFoyer,5,5,1980,1980,Gable,MetalSd,MetalSd,BrkFace,180,TA,CBlock,Gd,Gd,GLQ,936,0,936,TA,Unf,0
1131,50,RL,65,7804,Reg,Inside,SWISU,1.5Fin,4,3,1928,1950,Gable,WdShing,Plywood,None,0,TA,BrkTil,TA,No,BLQ,622,500,1122,TA,Unf,0
1132,20,RL,63,10712,Reg,Inside,Mitchel,1Story,5,5,1991,1992,Gable,HdBoard,HdBoard,None,0,TA,PConc,Gd,Mn,BLQ,212,762,974,TA,Unf,0
1133,70,RM,90,9900,Reg,Inside,OldTown,2Story,6,4,1880,1950,Gable,Wd Sdng,Wd Sdng,None,0,TA,BrkTil,TA,Mn,Unf,0,1008,1008,TA,Unf,0
1134,60,RL,80,9828,IR1,Inside,SawyerW,2Story,8,5,1995,1995,Gable,VinylSd,VinylSd,None,0,Gd,PConc,Gd,No,GLQ,584,544,1128,Ex,Unf,0
1135,60,RL,57,8773,IR1,Inside,Gilbert,2Story,6,5,1997,1997,Gable,VinylSd,VinylSd,None,0,TA,PConc,Gd,Av,Unf,0,916,916,Gd,Unf,0
1136,30,RM,60,6180,Reg,Corner,BrkSide,1Story,6,5,1926,1950,Gable,Wd Sdng,Wd Sdng,None,0,TA,BrkTil,TA,No,Unf,0,960,960,TA,Unf,0
1137,50,RL,80,9600,Reg,Inside,NAmes,1.5Fin,6,5,1950,1950,Gable,VinylSd,VinylSd,None,0,TA,CBlock,TA,No,BLQ,280,752,1032,TA,Unf,0
1138,50,RL,54,6342,Reg,Inside,Sawyer,1.5Fin,5,8,1875,1996,Gable,VinylSd,VinylSd,None,0,TA,CBlock,TA,No,Unf,0,780,780,Gd,Unf,0
1139,20,RL,NA,9819,IR1,Inside,Mitchel,1Story,6,5,1977,1977,Gable,Plywood,ImStucc,None,0,TA,PConc,TA,Gd,ALQ,1567,0,1567,TA,Unf,0
1140,30,RL,98,8731,IR1,Inside,BrkSide,1Story,5,5,1920,1950,Gable,Stucco,Stucco,None,0,TA,BrkTil,TA,No,BLQ,645,270,915,TA,Unf,0
1141,20,RL,60,7350,Reg,Corner,NAmes,1Story,5,7,1951,1951,Gable,HdBoard,HdBoard,None,0,TA,CBlock,TA,Mn,ALQ,852,100,952,TA,Unf,0
1142,60,RL,NA,10304,IR1,CulDSac,NWAmes,2Story,5,7,1976,1976,Gable,Plywood,Plywood,BrkFace,44,TA,CBlock,TA,No,ALQ,381,399,780,Ex,Unf,0
1143,60,RL,77,9965,Reg,Inside,CollgCr,2Story,8,5,2006,2007,Hip,VinylSd,VinylSd,Stone,340,Gd,PConc,Ex,Gd,GLQ,1150,316,1466,Ex,Unf,0
1144,20,RL,NA,9000,Reg,Inside,Sawyer,1Story,5,3,1959,1959,Gable,Wd Sdng,Plywood,None,0,TA,CBlock,TA,No,GLQ,288,718,1006,TA,Unf,0
1145,190,RL,60,12180,Reg,Inside,Edwards,1.5Fin,4,4,1941,1950,Gable,MetalSd,MetalSd,None,0,TA,BrkTil,Gd,No,BLQ,348,324,672,Fa,Unf,0
1146,50,RM,52,6240,Reg,Inside,BrkSide,1.5Fin,5,6,1928,1950,Gable,MetalSd,MetalSd,None,0,TA,BrkTil,TA,No,Unf,0,1042,1042,Ex,Unf,0
1147,20,RL,NA,11200,Reg,Inside,SawyerW,1Story,6,5,1985,1985,Gable,Wd Sdng,Wd Shng,BrkFace,85,Gd,CBlock,Gd,No,GLQ,1258,40,1298,TA,Unf,0
1148,70,RL,75,12000,Reg,Inside,Crawfor,2Story,7,7,1941,1950,Gable,MetalSd,MetalSd,None,0,TA,CBlock,TA,No,Rec,275,429,704,Ex,Unf,0
1149,50,RM,NA,5700,Reg,Inside,OldTown,1.5Fin,7,7,1926,1950,Gable,Wd Sdng,Wd Sdng,None,0,TA,PConc,TA,No,Unf,0,572,572,TA,Unf,0
1150,70,RM,50,9000,Reg,Inside,OldTown,2Story,7,9,1920,1988,Hip,VinylSd,VinylSd,None,0,TA,PConc,TA,No,ALQ,624,26,650,Ex,Unf,0
1151,20,RL,57,8280,IR1,Inside,NAmes,1Story,6,5,1950,1950,Gable,BrkFace,BrkFace,None,0,TA,CBlock,TA,No,Unf,0,932,932,Ex,Unf,0
1152,20,RL,134,17755,Reg,Inside,Edwards,1Story,5,4,1959,1959,Gable,HdBoard,Plywood,BrkFace,132,TA,CBlock,TA,No,BLQ,176,1290,1466,TA,Unf,0
1153,20,RL,90,14115,IR1,Inside,Crawfor,1Story,6,7,1956,2004,Gable,Stone,Stone,None,0,TA,PConc,TA,No,ALQ,296,230,1073,Ex,GLQ,547
1154,30,RM,NA,5890,Reg,Corner,IDOTRR,1Story,6,8,1930,2007,Gable,Wd Sdng,Wd Sdng,None,0,Gd,BrkTil,TA,Av,ALQ,538,278,816,Ex,Unf,0
1155,60,RL,NA,13700,IR1,Inside,NAmes,2Story,7,6,1965,1988,Gable,VinylSd,VinylSd,Stone,288,TA,CBlock,TA,Gd,ALQ,454,410,864,TA,Unf,0
1156,20,RL,90,10768,IR1,Corner,Veenker,1Story,5,8,1976,2004,Gable,Plywood,Plywood,None,0,Gd,CBlock,Gd,Gd,ALQ,1157,280,1437,TA,Unf,0
1157,80,RL,85,9350,Reg,Inside,NAmes,SLvl,5,8,1965,1999,Gable,BrkFace,BrkFace,None,0,TA,PConc,TA,Gd,ALQ,633,586,1219,Gd,Unf,0
1158,120,RL,34,5001,IR1,Inside,NridgHt,1Story,7,5,2007,2008,Gable,VinylSd,VinylSd,Stone,166,Gd,PConc,Gd,No,GLQ,904,410,1314,Ex,Unf,0
1159,20,RL,92,11932,Reg,FR2,Somerst,1Story,8,5,2007,2008,Gable,VinylSd,VinylSd,Stone,186,Gd,PConc,Gd,No,Unf,0,1580,1580,Ex,Unf,0
1160,60,RL,76,9120,Reg,Inside,NWAmes,2Story,6,6,1974,1974,Hip,HdBoard,HdBoard,BrkFace,270,Gd,CBlock,TA,No,ALQ,442,459,901,TA,Unf,0
1161,160,RL,24,2280,Reg,Inside,NPkVill,2Story,6,5,1978,1978,Gable,Plywood,Brk Cmn,None,0,TA,CBlock,Gd,No,ALQ,311,544,855,Fa,Unf,0
1162,20,RL,NA,14778,IR1,CulDSac,Crawfor,1Story,6,7,1954,2006,Hip,HdBoard,HdBoard,BrkFace,72,Gd,CBlock,TA,No,BLQ,728,568,1296,Ex,Unf,0
1163,20,RL,109,8724,Reg,Inside,Sawyer,1Story,5,5,1968,1968,Gable,VinylSd,VinylSd,None,0,TA,CBlock,Gd,No,BLQ,492,402,894,Gd,Unf,0
1164,90,RL,60,12900,Reg,Inside,Sawyer,SFoyer,4,4,1969,1969,Gable,Plywood,Plywood,None,0,TA,CBlock,Gd,Av,GLQ,1198,0,1198,TA,Unf,0
1165,80,RL,NA,16157,IR1,FR2,Veenker,SLvl,5,7,1978,1978,Gable,Plywood,Plywood,None,0,TA,PConc,Gd,Gd,ALQ,680,289,1360,Ex,Rec,391
1166,20,RL,79,9541,IR1,Inside,NridgHt,1Story,7,5,2009,2009,Gable,VinylSd,VinylSd,Stone,268,Gd,PConc,Gd,No,Unf,0,1502,1502,Ex,Unf,0
1167,20,RL,64,10475,IR1,Corner,CollgCr,1Story,8,5,2008,2008,Gable,VinylSd,VinylSd,Stone,72,Gd,PConc,Gd,Av,Unf,0,1694,1694,Ex,Unf,0
1168,60,RL,58,10852,IR1,Inside,Gilbert,2Story,6,5,2000,2000,Gable,VinylSd,VinylSd,None,0,TA,PConc,Gd,No,GLQ,786,173,959,Ex,Unf,0
1169,70,RL,120,13728,Reg,Corner,Edwards,2Story,6,7,1935,1986,Hip,Stucco,Stucco,None,0,TA,CBlock,TA,No,Rec,626,501,1127,Ex,Unf,0
1170,60,RL,118,35760,IR1,CulDSac,NoRidge,2Story,10,5,1995,1996,Hip,HdBoard,HdBoard,BrkFace,1378,Gd,PConc,Ex,Gd,GLQ,1387,543,1930,Ex,Unf,0
1171,80,RL,76,9880,Reg,Inside,Mitchel,SLvl,6,6,1977,1977,Gable,Plywood,Plywood,None,0,TA,CBlock,TA,Av,ALQ,522,574,1096,TA,Unf,0
1172,20,RL,76,9120,Reg,Inside,NAmes,1Story,6,6,1958,1958,Hip,MetalSd,MetalSd,None,0,TA,CBlock,TA,No,ALQ,662,599,1261,Ex,Unf,0
1173,160,FV,35,4017,IR1,Inside,Somerst,2Story,7,5,2006,2007,Gable,MetalSd,MetalSd,None,0,Gd,PConc,Gd,No,Unf,0,625,625,Ex,Unf,0
1174,50,RL,138,18030,IR1,Inside,ClearCr,1.5Fin,5,6,1946,1994,Gable,MetalSd,MetalSd,None,0,TA,CBlock,TA,No,Rec,152,977,1598,TA,BLQ,469
1175,70,RL,80,16560,IR1,Inside,Crawfor,2Story,6,8,1932,1950,Gable,Wd Sdng,Wd Sdng,None,0,TA,BrkTil,Gd,No,Rec,503,449,952,TA,Unf,0
1176,50,RL,85,10678,Reg,Inside,NoRidge,1.5Fin,8,5,1992,2000,Hip,HdBoard,HdBoard,BrkFace,337,Gd,PConc,Gd,No,GLQ,700,983,1683,Ex,Unf,0
1177,20,RL,37,6951,IR1,CulDSac,Mitchel,1Story,5,5,1984,1985,Gable,HdBoard,Plywood,None,0,TA,CBlock,TA,No,ALQ,658,218,876,TA,Unf,0
1178,50,RM,NA,3950,Reg,Inside,OldTown,1.5Fin,6,8,1926,2004,Gable,MetalSd,MetalSd,None,0,TA,CBlock,TA,No,Rec,468,350,818,TA,Unf,0
1179,50,RL,54,7681,IR1,FR2,Crawfor,1.5Fin,5,6,1921,1950,Gable,Wd Sdng,Wd Sdng,None,0,TA,BrkTil,TA,No,Unf,0,731,731,Ex,Unf,0
1180,20,RL,77,8335,Reg,Corner,Edwards,1Story,5,5,1954,1954,Gable,Wd Sdng,Wd Sdng,None,0,TA,Slab,NA,NA,NA,0,0,0,Gd,NA,0
1181,60,RL,NA,11170,IR2,Corner,Timber,2Story,7,5,1990,1991,Gable,MetalSd,MetalSd,None,0,TA,Wood,Gd,No,LwQ,1216,0,1216,Ex,Unf,0
1182,120,RM,64,5587,IR1,Inside,Crawfor,1Story,8,5,2008,2008,Hip,CemntBd,CmentBd,Stone,186,Ex,PConc,Ex,Gd,GLQ,1480,120,1600,Ex,Unf,0
1183,60,RL,160,15623,IR1,Corner,NoRidge,2Story,10,5,1996,1996,Hip,Wd Sdng,ImStucc,None,0,Gd,PConc,Ex,Av,GLQ,2096,300,2396,Ex,Unf,0
1184,30,RL,60,10800,Reg,Inside,OldTown,1Story,5,6,1920,1950,Hip,Stucco,Stucco,None,0,TA,BrkTil,TA,No,Rec,821,299,1120,Ex,Unf,0
1185,20,RL,50,35133,Reg,Inside,Timber,1Story,5,4,1963,1963,Hip,MetalSd,MetalSd,BrkFace,226,TA,CBlock,TA,Gd,Rec,1159,413,1572,Gd,Unf,0
1186,50,RL,60,9738,Reg,Inside,Edwards,1.5Fin,5,7,1924,1950,Gable,AsbShng,AsbShng,None,0,TA,BrkTil,TA,No,BLQ,392,392,784,Gd,Unf,0
1187,190,RL,107,10615,IR1,Corner,OldTown,2Story,3,5,1900,1970,Gable,HdBoard,HdBoard,None,0,TA,CBlock,Fa,Mn,BLQ,440,538,978,TA,Unf,0
1188,20,RL,89,12461,Reg,Corner,NoRidge,1Story,8,5,1994,1995,Gable,ImStucc,ImStucc,None,0,Gd,PConc,Gd,No,GLQ,1456,168,1624,Ex,Unf,0
1189,60,RL,68,8935,IR1,Inside,CollgCr,2Story,7,5,2002,2002,Gable,VinylSd,VinylSd,BrkFace,95,Gd,PConc,Gd,No,Unf,0,831,831,Ex,Unf,0
1190,60,RL,60,7500,Reg,Inside,Gilbert,2Story,7,5,1999,1999,Gable,VinylSd,VinylSd,None,0,TA,PConc,TA,No,Unf,0,994,994,Gd,Unf,0
1191,190,RL,NA,32463,Reg,Inside,Mitchel,1Story,4,4,1961,1975,Gable,MetalSd,MetalSd,Stone,149,TA,CBlock,TA,Av,BLQ,1159,90,1249,Ex,Unf,0
1192,160,FV,24,2645,Reg,Inside,Somerst,2Story,8,5,1999,2000,Gable,MetalSd,MetalSd,BrkFace,456,Gd,PConc,Gd,No,Unf,0,776,776,Ex,Unf,0
1193,50,RM,60,9600,Reg,Inside,OldTown,1.5Fin,5,8,1925,1994,Gambrel,VinylSd,VinylSd,None,0,TA,PConc,TA,Mn,Unf,0,702,702,Gd,Unf,0
1194,120,RM,NA,4500,Reg,FR2,Mitchel,1Story,6,5,1999,1999,Hip,VinylSd,VinylSd,BrkFace,425,TA,PConc,Ex,No,GLQ,883,341,1224,Ex,Unf,0
1195,60,RL,80,9364,Reg,Corner,Sawyer,2Story,6,7,1969,1969,Gable,HdBoard,HdBoard,Stone,143,TA,CBlock,TA,No,ALQ,371,292,663,TA,Unf,0
1196,60,RL,51,8029,IR1,Inside,Gilbert,2Story,6,5,2005,2005,Gable,VinylSd,VinylSd,None,0,TA,PConc,Gd,No,Unf,0,728,728,Ex,Unf,0
1197,60,RL,58,14054,IR1,Inside,Gilbert,2Story,7,5,2006,2006,Gable,VinylSd,VinylSd,None,0,Gd,PConc,Gd,Av,Unf,0,879,879,Ex,Unf,0
1198,75,RM,65,8850,IR1,Corner,OldTown,2.5Unf,7,6,1916,1950,Gable,MetalSd,MetalSd,None,0,TA,BrkTil,TA,No,Unf,0,815,815,Ex,Unf,0
1199,20,RL,70,9100,Reg,Inside,CollgCr,1Story,7,5,2001,2001,Gable,VinylSd,VinylSd,None,0,Gd,PConc,Gd,No,Unf,0,1212,1212,Ex,Unf,0
1200,20,RL,75,11235,Reg,Inside,Sawyer,1Story,4,5,1963,1979,Gable,HdBoard,HdBoard,BrkFace,51,TA,CBlock,TA,No,Rec,547,504,1051,Gd,Unf,0
1201,20,RL,71,9353,Reg,Inside,NAmes,1Story,4,5,1970,1970,Gable,MetalSd,MetalSd,None,0,TA,CBlock,TA,No,Unf,0,864,864,Gd,Unf,0
1202,60,RL,80,10400,Reg,Corner,CollgCr,2Story,7,5,1998,1998,Gable,VinylSd,VinylSd,None,0,TA,PConc,Gd,Av,Unf,0,866,866,Ex,Unf,0
1203,50,RM,50,6000,Reg,Corner,BrkSide,1.5Fin,5,8,1925,1997,Gable,Wd Sdng,Wd Sdng,None,0,TA,BrkTil,TA,No,Unf,0,884,884,Ex,Unf,0
1204,20,RL,75,9750,Reg,Inside,CollgCr,1Story,7,5,2000,2001,Gable,VinylSd,VinylSd,BrkFace,171,Gd,PConc,Gd,No,Unf,0,1630,1630,Ex,Unf,0
1205,20,RL,78,10140,Reg,Inside,NWAmes,1Story,5,6,1975,1975,Gable,HdBoard,HdBoard,None,0,TA,CBlock,Gd,No,ALQ,788,268,1056,Ex,Unf,0
1206,20,RL,90,14684,IR1,CulDSac,SawyerW,1Story,7,7,1990,1991,Hip,HdBoard,HdBoard,BrkFace,234,Gd,CBlock,Gd,Mn,ALQ,485,1496,2158,Gd,BLQ,177
1207,20,RH,NA,8900,Reg,Inside,SawyerW,1Story,4,4,1966,1966,Gable,HdBoard,HdBoard,None,0,TA,CBlock,TA,No,Rec,1056,0,1056,TA,Unf,0
1208,20,RL,70,9135,Reg,Inside,CollgCr,1Story,6,5,2003,2003,Gable,VinylSd,VinylSd,BrkFace,120,Gd,PConc,Gd,Av,GLQ,340,1342,1682,Ex,Unf,0
1209,20,RL,70,7763,Reg,Inside,NAmes,1Story,5,7,1962,1980,Gable,MetalSd,MetalSd,None,0,TA,CBlock,TA,No,Rec,504,319,931,TA,BLQ,108
1210,20,RL,85,10182,IR1,CulDSac,Somerst,1Story,8,5,2006,2006,Hip,VinylSd,VinylSd,Stone,420,Gd,PConc,Ex,Mn,GLQ,1220,440,1660,Ex,Unf,0
1211,60,RL,70,11218,Reg,Inside,SawyerW,2Story,6,5,1992,1992,Gable,Wd Sdng,Wd Sdng,None,0,Gd,PConc,Gd,No,Unf,0,1055,1055,Ex,Unf,0
1212,50,RL,152,12134,IR1,Inside,Gilbert,1.5Fin,8,7,1988,2005,Gable,Wd Sdng,Wd Sdng,None,0,Gd,Wood,Gd,Av,GLQ,427,132,559,Gd,Unf,0
1213,30,RL,50,9340,Reg,Inside,Edwards,1Story,4,6,1941,1950,Hip,MetalSd,MetalSd,None,0,TA,CBlock,TA,No,Rec,344,328,672,TA,Unf,0
1214,80,RL,NA,10246,IR1,CulDSac,Sawyer,SLvl,4,9,1965,2001,Gable,VinylSd,VinylSd,None,0,TA,CBlock,TA,Av,GLQ,648,0,648,Ex,Unf,0
1215,85,RL,69,10205,IR1,Inside,NAmes,SFoyer,5,5,1962,1962,Gable,MetalSd,MetalSd,None,0,TA,CBlock,TA,Av,BLQ,784,141,925,TA,Unf,0
1216,20,RL,99,7094,IR1,Inside,Sawyer,1Story,5,5,1966,1966,Gable,VinylSd,VinylSd,None,0,TA,CBlock,TA,No,Rec,180,340,894,TA,LwQ,374
1217,90,RM,68,8930,Reg,Inside,Sawyer,1.5Fin,6,5,1978,1978,Gable,VinylSd,VinylSd,None,0,TA,Slab,NA,NA,NA,0,0,0,TA,NA,0
1218,20,FV,72,8640,Reg,Inside,Somerst,1Story,8,5,2009,2009,Gable,CemntBd,CmentBd,Stone,72,Gd,PConc,Gd,Mn,GLQ,936,364,1300,Ex,Unf,0
1219,50,RM,52,6240,Reg,Inside,BrkSide,1.5Fin,4,5,1947,1950,Gable,AsbShng,AsbShng,None,0,TA,Slab,NA,NA,NA,0,0,0,Gd,NA,0
1220,160,RM,21,1680,Reg,Inside,BrDale,2Story,6,5,1971,1971,Gable,CemntBd,CmentBd,BrkFace,236,TA,CBlock,TA,No,Unf,0,672,672,TA,Unf,0
1221,20,RL,66,7800,IR1,Inside,NAmes,1Story,5,5,1964,1964,Gable,Wd Sdng,Wd Sdng,None,0,TA,CBlock,TA,No,Rec,312,0,912,TA,LwQ,600
1222,20,RL,55,8250,Reg,Inside,Sawyer,1Story,5,5,1968,1968,Hip,HdBoard,HdBoard,None,0,TA,CBlock,TA,No,BLQ,250,210,952,Ex,LwQ,492
1223,50,RL,78,10496,Reg,Inside,NAmes,1.5Fin,6,6,1949,1950,Gable,Wd Sdng,Wd Sdng,BrkFace,320,TA,CBlock,TA,Mn,Rec,196,844,1040,Ex,Unf,0
1224,20,RL,89,10680,Reg,Inside,NAmes,1Story,5,3,1951,1951,Hip,Wd Sdng,Wd Sdng,BrkFace,44,TA,CBlock,TA,No,LwQ,756,1380,2136,TA,Unf,0
1225,60,RL,60,15384,IR1,Inside,Gilbert,2Story,7,5,2004,2005,Gable,VinylSd,VinylSd,None,0,Gd,PConc,Gd,Av,GLQ,724,64,788,Ex,Unf,0
1226,80,RL,65,10482,Reg,Inside,NAmes,SLvl,6,8,1958,1958,Hip,VinylSd,VinylSd,BrkFace,63,TA,CBlock,TA,Av,GLQ,507,81,588,Ex,Unf,0
1227,60,RL,86,14598,IR1,CulDSac,Somerst,2Story,6,5,2007,2007,Gable,VinylSd,VinylSd,Stone,74,Gd,PConc,Gd,Mn,Unf,0,894,894,Ex,Unf,0
1228,20,RL,72,8872,Reg,Corner,NAmes,1Story,5,8,1965,2008,Gable,VinylSd,VinylSd,BrkFace,300,TA,CBlock,TA,No,ALQ,595,317,912,Ex,Unf,0
1229,120,RL,65,8769,Reg,Corner,NridgHt,1Story,9,5,2008,2008,Hip,MetalSd,MetalSd,BrkFace,766,Ex,PConc,Ex,No,GLQ,1540,162,1702,Ex,Unf,0
1230,80,RL,70,7910,Reg,Inside,NAmes,SLvl,5,5,1960,1960,Hip,BrkFace,HdBoard,None,0,TA,CBlock,TA,No,ALQ,666,409,1075,Gd,Unf,0
1231,90,RL,NA,18890,IR1,Inside,Sawyer,1.5Fin,5,5,1977,1977,Shed,Plywood,Plywood,None,1,TA,CBlock,Gd,No,GLQ,498,652,1361,Ex,Rec,211
1232,90,RL,70,7728,Reg,Inside,NAmes,SLvl,5,6,1962,1962,Hip,Wd Sdng,Wd Sdng,BrkFace,120,TA,CBlock,TA,Av,ALQ,803,303,1106,TA,Unf,0
1233,90,RL,70,9842,Reg,FR2,NAmes,1Story,4,5,1962,1962,Gable,HdBoard,HdBoard,None,0,TA,Slab,NA,NA,NA,0,0,0,TA,NA,0
1234,20,RL,NA,12160,IR1,Inside,NAmes,1Story,5,5,1959,1959,Hip,Plywood,Plywood,BrkFace,180,TA,CBlock,TA,No,Rec,1000,188,1188,Fa,Unf,0
1235,70,RH,55,8525,Reg,Inside,SWISU,2Story,5,6,1911,1950,Gable,MetalSd,MetalSd,None,0,TA,PConc,TA,Av,Unf,0,940,940,TA,Unf,0
1236,70,RL,96,13132,Reg,Inside,Crawfor,2Story,5,5,1914,1950,Gable,Wd Sdng,Wd Sdng,None,0,TA,BrkTil,Gd,Mn,Unf,0,747,747,Gd,Unf,0
1237,160,RL,36,2628,Reg,Inside,NridgHt,2Story,7,5,2003,2003,Gable,VinylSd,Wd Shng,Stone,106,Gd,PConc,Gd,No,Unf,0,764,764,Ex,Unf,0
1238,60,RL,41,12393,IR2,FR2,CollgCr,2Story,7,5,2004,2005,Gable,VinylSd,VinylSd,None,0,Gd,PConc,Gd,No,Unf,0,847,847,Ex,Unf,0
1239,20,RL,63,13072,Reg,Inside,SawyerW,1Story,6,5,2005,2005,Gable,VinylSd,VinylSd,None,0,Gd,PConc,Gd,No,Unf,0,1141,1141,Ex,Unf,0
1240,20,RL,64,9037,IR1,Inside,Timber,1Story,8,5,2006,2006,Hip,VinylSd,VinylSd,BrkFace,32,Gd,PConc,Gd,Av,GLQ,428,1048,1476,Ex,Unf,0
1241,60,RL,65,8158,Reg,Inside,CollgCr,2Story,7,5,2003,2003,Gable,VinylSd,VinylSd,BrkFace,252,Gd,PConc,Gd,No,GLQ,550,334,884,Ex,Unf,0
1242,20,RL,83,9849,Reg,Inside,Somerst,1Story,7,6,2007,2007,Hip,VinylSd,VinylSd,Stone,0,Gd,PConc,Gd,Av,Unf,0,1689,1689,Ex,Unf,0
